User,Text,Date,lat,long
ShamarlaB_,A customer service rep told me Friday “there is a hurricane in the area” HURRICANE! So that’s why I don’t have internet since Thursday @FLOWJamaica,2020-08-31 23:15:25+00:00,25.52528362521474,-80.60691992445022
saborhavanacig,Tomorrow at 7pm After Hours with Sabor Havana Cigars and Jose Ortega (The Hurricane) from My Father Cigars talking about The New Fonseca blend and art redo ! @Sabor Havana Cigars https://www.instagram.com/p/CEkh1idHJHk/?igshid=74ocx2sl2u9x,2020-08-31 22:39:25+00:00,27.686272842576827,-80.93458816078765
RauschInsurance,Hurricane Laura wallops areas with high mortgage delinquency rates https://www.housingwire.com/articles/hurricane-laura-wallops-areas-with-high-mortgage-delinquency-rates/ CALL ME FOR HELP IN FLORIDA. (561)584-0732.,2020-08-31 22:31:09+00:00,27.701711863975646,-75.2558593648194
mitchylovesyou,I never wish bad on anyone but I think we need a couple hurricanes down here in florida.,2020-08-31 20:25:29+00:00,29.114762147426667,-84.33963167364917
__ashleycarla,Wth is pricemart so full????? Is their a hurricane idk about ,2020-08-31 19:51:39+00:00,28.506867316369664,-89.67809015488211
AndrewHagen,"Actually 1935 Hurricane did also, but not the north gulf coast",2020-08-31 18:39:21+00:00,28.390867355715624,-81.441239118933
reneeharipal,"As Louisiana Recovers From Hurricane Laura, Here’s What Homeowners Should Know About the Fine Print in Their Insurance Policies ",2020-08-31 18:33:03+00:00,29.769775686486934,-86.43831219857202
gregzillathehun,I used to have that problem with hurricane shutters. Solved it by getting a one-story house ,2020-08-31 18:15:13+00:00,29.026963665897913,-79.64122372862697
louisplantgeek,"September will peak hurricane season, so it’s the time to celebrate stalwarts. Our native mahogany is legendarily root-firm, but even the experts vary on how well the limbs themselves—the tree’s canopy, in other… https://www.instagram.com/p/CEkDQifnGZU/?igshid=p33ifjyuxr75",2020-08-31 18:12:14+00:00,29.35824804717207,-85.26309479493011
SknnyWtrCulture,@SknnyWtrCulture &amp; @danco_pliers have partnered with our dealers across the state to collect supplies for those impacted by Hurricane Laura in TX and LA. ⁣ ⁣ If you have the heart and means to give please stop by… https://www.instagram.com/p/CEj_2CZAUX5/?igshid=18mna1rt7kfs9,2020-08-31 17:42:26+00:00,25.990551246882752,-87.34135677607388
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandOR",2020-08-31 16:32:30+00:00,28.477722344940158,-75.23985852755374
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandStayHome",2020-08-31 16:32:24+00:00,26.10931765746125,-74.72217793083877
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #portlandantifa",2020-08-31 16:32:15+00:00,27.725746106333784,-84.44950674349731
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandMurder",2020-08-31 16:32:06+00:00,26.79546171572783,-78.61264015674988
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandOregon",2020-08-31 16:32:00+00:00,28.479424818706434,-88.52383340606028
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandMugshots",2020-08-31 16:31:53+00:00,29.038904611164263,-89.71773549019628
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandMayor",2020-08-31 16:31:47+00:00,28.708622913816008,-88.52157464691761
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandRIOT",2020-08-31 16:31:41+00:00,29.911771158856713,-87.59056268563263
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandProtesters",2020-08-31 16:31:35+00:00,28.257527018769576,-74.89222601593104
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandShooter",2020-08-31 16:31:29+00:00,26.855467106204312,-86.7084265737776
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandProtest",2020-08-31 16:31:24+00:00,30.64428083526835,-84.86173925620379
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandShooting",2020-08-31 16:31:19+00:00,26.587078172044105,-84.50048403854338
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandRiots",2020-08-31 16:31:14+00:00,26.353690716225277,-79.2402151868883
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandProtests",2020-08-31 16:31:08+00:00,28.7554595899615,-85.21520460615315
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #Portland",2020-08-31 16:30:55+00:00,28.799708984763118,-75.47950284377715
PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come.""",2020-08-31 16:30:22+00:00,29.599590912079474,-77.5292809810983
lesly_javier,Hurricane season #watersigns #pisceswomen #pisceslove #cancerwomen #zodiaclove #arieswoman #teamvirgo #virgofacts #virgowomen#watersigns #astrologysigns #scorpiowoman #virgomemes #leowomen #horoscopeposts… https://www.instagram.com/p/CEj3ZCIjp0T/?igshid=15dd770hzajmn,2020-08-31 16:28:32+00:00,29.499663821271366,-81.81905316043652
__skyechanae,"Anyone in the Baytown / Houston area displaced from Hurricane Laura, and in the need of clothes? I have jeans ranging from sizes 10-12 &amp; 29-31. I also have a few pairs of shoes. Please send me a dm!",2020-08-31 16:25:44+00:00,26.848884262499222,-88.50745398496584
DehhDon,"So kahl and stace decide that it going be funny to lock me out of MY room, so I close the hurricane shutters and switch off the power from in the room ",2020-08-31 16:24:27+00:00,27.81004212697734,-80.24237051539828
HisRighteousne1,The same plywood is used for a peaceful hurricane.,2020-08-31 16:24:01+00:00,26.295323861274024,-86.88683412127479
PrisonBreakTatt,Click the link below to help our first responders devastated by Hurricane Laura. Every bit helps. #giveuntilithurts . https://gf.me/u/yu2qkk . We are HEROES. WE ARE FIRST RESPONDERS. SUPPORT THOSE RISKING THEIR LIVES DAILY FOR YOU. Email us for your appointment today! . BK Klev – at Prison Break Tattoos,2020-08-31 16:16:11+00:00,28.040569840879904,-72.84259183372203
MojoMoomey, ,2020-08-31 16:08:15+00:00,29.79102459847772,-83.56914642213661
kristindiable,"Today’s the day (in the USA), tonight’s the night (Europe, wish we could still take flight). Hope you’ll tune in and join us via Facebook. My cut of tickets/tips for this airing will be donated to hurricane Laura… https://www.instagram.com/p/CEj0VCzB92J/?igshid=1dz9n6nlox64o",2020-08-31 16:01:46+00:00,26.715095663420023,-79.93321627092493
BRICBreaker,"Coronavirus Trump's fault. Hurricanes trumps fault. Calif wildfires Trump's fault. Economic distress Trump's fault. Warm weather Trump's fault. Blizzard trumps fault. Antifa riots, Trump's fault. Aliens landed, Trump's fault... ",2020-08-31 15:59:04+00:00,29.380561707888933,-83.4384496997397
spookylittlegrl,"Hopefully I will deploy by the end of next week. If you aren’t in an area directly affected by disasters, you never really know the true scope of destruction and devastation. Please support the @RedCross in their efforts for the recovery from Hurricane Laura #arc #HurricaneLaura",2020-08-31 15:55:34+00:00,25.46779166693416,-80.46144829302973
RobertRoyalFNDN,Please join us in our efforts to help our neighboring communities affected by Hurricane Laura! This is the time we must bond together!! Together we can and will make a difference! #louisianastrong #Westbank #Algiers… https://www.instagram.com/p/CEjzmLHlJEG/?igshid=1fends2wzqivl,2020-08-31 15:55:22+00:00,27.7085458526782,-90.84296427949
