,User,Text,Date,Favorites,Retweets,Mentions,Hashtags,Geolocation
0,CocoSuede,It’s hurricane season. I work in insurance. Pass me some drügs!!! ,2020-08-31 23:49:13+00:00,0,1,,,
1,CA_CHI_Health2,"See our latest #McHenry, IL job and click to apply: EMT or Paramedic - Hurricane Relief (Louisiana) - https://bit.ly/3hMqWA6 #Healthcare",2020-08-31 23:30:04+00:00,0,0,,#McHenry #Healthcare,
2,cenewman0,You must be close to the coast if windstorm is required. But I wonder how common it is in inland areas of coastal states... I’m betting more common for companies to cover wind but enact a higher hurricane deductible for named storms. Whereas on the coast they exclude wind.,2020-08-31 23:03:05+00:00,0,1,,,
3,mrsjohn45,Is Hurricane Laura caused by the Democrats? Try being a grown up and not a dumbass,2020-08-31 23:02:16+00:00,0,0,,,
4,cenewman0,"Yeah but SE NC is pretty close to the coast, right? We’re 200 miles inland. I’m assuming most insurance companies refuse hurricane wind coverage altogether only closer to the coast.",2020-08-31 22:54:54+00:00,0,1,,,
5,cenewman0,Soooo... Are people’s homeowner’s policies going to cover wind damage from this hurricane? Because who in north Louisiana has hurricane windstorm insurance,2020-08-31 22:43:52+00:00,0,2,,,
6,lilydaisyjoy,"@realDonaldTrump I am so happy you are still headed for Kenosha. We cannot have our President dictated to by street thugs. If Wisconsin were having hurricanes, fires, flooding, etc., even the democrat politicians &amp; citizens would be tapping their feet waiting for you.",2020-08-31 22:19:16+00:00,0,0,@realDonaldTrump,,
7,MedcorJobs,"See our latest #McHenry, IL job and click to apply: EMT or Paramedic - Hurricane Relief (Louisiana) - https://bit.ly/3lDCU15 #Healthcare",2020-08-31 21:39:08+00:00,0,0,,#McHenry #Healthcare,
8,Jeffrey74791122,"Here’s a dad joke for real: A guy walks in to a bar and asks the bartender for 1 corona and 2 Hurricanes. The bartender reply’s : sure thing, that will be 20.20 ",2020-08-31 21:21:01+00:00,0,1,,,
9,Ds43Dshank,We are one Nation. Let us all come together and help out Texas and Louisiana. Help the 14 families who lost someone. People who lost their homes and businesses. Donate tot he Hurricane Laura Relief Fund . Any amount counts let’s be united in this ,2020-08-31 21:20:44+00:00,0,0,,,
10,tarot_mommy,Glad I can help a family effected by the hurricane. I couldn’t imagine what it’s like to lose everything.,2020-08-31 21:02:17+00:00,0,0,,,
11,WxGreg,Wow this is amazing! 154 mph wind gust measured in the eyewall of Hurricane Laura! ,2020-08-31 20:50:29+00:00,0,5,,,
12,detroitmarc,Hurricanes @Wings on 3/10. Got back to hotel after game and Michigan had just reported their first cases. ,2020-08-31 20:44:14+00:00,0,0,,,
13,ddutka,"@ryanvaughan @BryanAMcCormick @ZachHolderWx @Ginger_Zee @NWSLittleRock @NWSMemphis @KATVToddYak Please tell me: What hurricane is blowing through Piggott, AR, this afternoon? My dogs want to know! My upper deck furniture took flight, chairs are blown over. ",2020-08-31 20:39:58+00:00,1,7,@ryanvaughan @BryanAMcCormick @ZachHolderWx @Ginger_Zee @NWSLittleRock @NWSMemphis @KATVToddYak,,
14,CaddoSchools,Power has been restored to all campuses and facilities! Thank you @SWEPCoNews for working so hard following the hurricane. ,2020-08-31 20:26:13+00:00,1,6,@SWEPCoNews,,
15,m_kordon,President Trump will not leave any American behind in this terrible hurricanes. Go Trump,2020-08-31 20:21:02+00:00,1,2,,,
16,KrisCaldwell27,SOFTBALL FRIENDS one of our own @JennieFinch and her community have been devastated by a hurricane. They need water. Help me by donating to the cause and I will get h2o to her or send water.,2020-08-31 20:11:07+00:00,1,3,@JennieFinch,,
17,swhitmarsh,"With the remnants of Hurricane Laura passing overhead, Dry Falls was not, in fact, dry. @Dry Falls, Cullasaja River, NC https://www.instagram.com/p/CEkPn3zMnZ5/?igshid=1553tn1pn3sk9",2020-08-31 20:00:16+00:00,0,0,,,
18,VHMSr,"After hurricane Katrina you published pictures of black people ""Looting"" then a few days later of white people ""Foraging"". You have a short memory comrade ",2020-08-31 19:13:33+00:00,0,0,,,
19,_beenykole_,"Let’s talk about this rain. I’m minding my black ass business. Smack dead during a visit. The sun was out when I went in, it was hurricane Laura when I walked out. No umbrella or nothing. I’m so sad about it too.",2020-08-31 18:06:15+00:00,0,0,,,
20,FirstTexasHonda,"We did it! With your help, we've successfully filled a Ridgeline with pet supplies donations! Thanks to all who participated. With an influx of animals from Hurricane Laura, we are certain that @austinpetsalive! will be thrilled when we drop this off. #ClearTheShelters",2020-08-31 18:01:42+00:00,1,4,@austinpetsalive,#ClearTheShelters,
21,FredMoojen,"Hurricane backpack from @Campea_sports #moojen #Campea #backpack #model #soccer #freddymoojen @Montreal, Quebec https://www.instagram.com/p/CEkBwHmD3iq/?igshid=1geb2su1d8vgc",2020-08-31 17:59:03+00:00,0,0,@Campea_Sports,#moojen #Campea #backpack #model #soccer #freddymoojen,
22,TMS_Counselor,Hurricane Laura wrecked havoc on Louisiana. There are some rural areas that aren’t getting many resources if any at all! The money in this fund will go back into those communities Please share!https://www.gofundme.com/f/hurricane-laura-rural-louisiana-help-fund?utm_source=customer&amp;utm_medium=copy_link&amp;utm_campaign=p_cf+share-flow-1 #HurricanLaura,2020-08-31 17:53:33+00:00,1,1,,#HurricanLaura,
23,Mark_KellC,"I’m currently doing hurricane duty , so if I’m slow on a reply bare wit me.",2020-08-31 17:52:14+00:00,0,0,,,
24,r_serenta,We later traveled to Mobile for our Annual Jr. College Convention. We stayed at the Riverview Hotel which had a great view of the Mobile Bay & Fort Conde. We couldn't see any hurricane damage from where our meetings were held. The seafood was delicious. I remembered Fredrick!,2020-08-31 17:44:24+00:00,0,1,,,
25,SknnyWtrCulture,@SknnyWtrCulture &amp; @danco_pliers have partnered with our dealers across the state to collect supplies for those impacted by Hurricane Laura in TX and LA. ⁣ ⁣ If you have the heart and means to give please stop by… https://www.instagram.com/p/CEj_2CZAUX5/?igshid=18mna1rt7kfs9,2020-08-31 17:42:26+00:00,0,0,@SknnyWtrCulture @danco_pliers,,
26,KeithPiccard,"Started the day off taking the family on a road trip to Paris, MI. Back story was that this was my wife and I’d 1st honeymoon since Hurricane Emily postpones the 1st one back in 2005. 1st pics are of Gail and I in 05 followed by today’s ",2020-08-31 17:42:25+00:00,0,0,,,
27,PhyddleDD,"No more building for me. The ""flood"" didn't flood the house behind me, beside me, the City Hall or Police Station. It was a direct tornado/hurricane hit.",2020-08-31 17:41:45+00:00,0,0,,,
28,JhendersonJames,"You created this mess just like you created the poor response to the pandemic and the present struggling economy. Super storms, hurricanes and fires all lay at your feet because of your climate change policies. Look in the mirror. ",2020-08-31 17:36:21+00:00,0,1,,,
29,erikatherealtor,Hurricane laura had my clients very worried ! Come listen in ! ,2020-08-31 17:31:47+00:00,0,0,,,
30,TyFred12792,What a joke!!! This protest/hurricane has definitely showed us that he is not ready to be a leader!! ,2020-08-31 17:27:28+00:00,0,0,,,
31,conville_savage,Natchitoches Hurricane Laura https://youtu.be/kFYtVdpuYVw via @YouTube,2020-08-31 17:25:33+00:00,0,0,@YouTube,,
32,DeannaLee1369,Jailed Immigrants in Louisiana Report Unlivable Conditions in ICE Jails After Hurricane Laura https://www.democracynow.org/2020/8/31/headlines/jailed_immigrants_in_louisiana_report_unlivable_conditions_in_ice_jails_after_hurricane_laura via @democracynow,2020-08-31 17:21:30+00:00,0,0,@democracynow,,
33,MrDyslexiaa,How long until we figure out how to make hurricane proof infrastructure ,2020-08-31 17:16:14+00:00,0,0,,,
34,yt2639,Ha. You must have missed it. Joe Biden said he feared we weren’t prepared for the hurricane because orange man bad.,2020-08-31 17:14:42+00:00,0,0,,,
35,CremRo,Me in hurricane Katrina in 2005,2020-08-31 17:10:02+00:00,0,1,,,
36,xCaptainEO,Roster HURRICANE inbound ,2020-08-31 17:09:09+00:00,0,1,,,
37,theotherdeepak,The hurricane came. We lost all phone and internet. We borrowed a truck. We drove away to find communications. We found a goat. We talked to the goat. It was dope. Good story bro. W/ @_JVision_ … https://www.instagram.com/p/CEj68VmhTfA/?igshid=14dx1dereyifg,2020-08-31 17:08:08+00:00,0,1,@_jvision_,,
38,TweetingYarnie,Trump stole money from FEMA as hurricane was approaching. GOP doesn't want the gov to help people. They want to make Gov small and not give people anything to stay alive because fuck the peasants just make them work. GOP wants to eliminate all but 4 branches of the government.,2020-08-31 17:07:24+00:00,0,0,,,
39,mo2dmax,"Between the hurricanes and DeSantis, Colorado is probably safer.",2020-08-31 17:06:32+00:00,0,0,,,
40,BigberthaC,Good afternoon Sir Patrick ,2020-08-31 17:06:08+00:00,0,1,,,
41,peteindc,Can we agree that the people that died in the recent hurricane actually died from pre-existing conditions?,2020-08-31 17:05:57+00:00,0,6,,,
42,r_serenta,It has been over 40 years since Hurricane Fredrick hit Mobile. https://www.google.com/search?q=what+year+did+Fredrick+hit+Mobile&amp;oq=what+year+did+Fredrick+hit+Mobile&amp;aqs=chrome..69i57j33l2.21802j1j4&amp;client=ms-android-cricket-us-revc&amp;sourceid=chrome-mobile&amp;ie=UTF-8#imgrc=KGmt1r33Xapk4M,2020-08-31 16:59:04+00:00,0,1,,,
43,lulex,Hurricane Laura knocks out Enbridge’s offshore natural gas pipeline serving U.S. Gulf of Mexico /via @globeandmail,2020-08-31 16:55:02+00:00,1,2,@globeandmail,,
44,deborahleblanc,Thank you :) had to put the brakes on them for 3-4 days due to the hurricane....no power,2020-08-31 16:52:14+00:00,0,1,,,
45,mclanea,"We have Hurricane Relief trips set up and ready to go. If you’ve got 5 or more people we have 3, 5, 7 days trip options as soon as this Saturday. Also, if you’re an individual/small group and want to come cook for the communities we are serving than let me know.",2020-08-31 16:44:54+00:00,1,3,,,
46,Lind4455,"The hurricanes have started. Gosh, Democrats, is this Trump's fault? Get your protesters and BLM out there. If your sucked away, Biden can fix anything. Take Pelosi with you. Wheeler may be beneficial to the flooding. Biden can swallow the water.",2020-08-31 16:43:59+00:00,0,0,,,
47,ARaj_Energy,"June US production at 10.4+ mil bpd. A bit below where I thought, and a big part of why prices bounced back part way Got all the way to 11.5 mil bpd pre Hurricane shutins. Beyond this a struggle ahead #OOTT #oil #shale",2020-08-31 16:37:56+00:00,0,4,,#OOTT #oil #shale,
48,ShelleDione,"Fire for us, hurricane and other oddities for others. We just had fires and earthquakes and lighting that causes fires that creates fire tornadoes.",2020-08-31 16:32:50+00:00,0,0,,,
49,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandOR",2020-08-31 16:32:30+00:00,0,0,,#PortlandOR,
50,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandStayHome",2020-08-31 16:32:24+00:00,0,0,,#PortlandStayHome,
51,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #portlandantifa",2020-08-31 16:32:15+00:00,0,0,,#portlandantifa,
52,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandMurder",2020-08-31 16:32:06+00:00,0,0,,#PortlandMurder,
53,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandOregon",2020-08-31 16:32:00+00:00,0,0,,#PortlandOregon,
54,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandMugshots",2020-08-31 16:31:53+00:00,0,0,,#PortlandMugshots,
55,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandMayor",2020-08-31 16:31:47+00:00,0,0,,#PortlandMayor,
56,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandRIOT",2020-08-31 16:31:41+00:00,0,0,,#PortlandRIOT,
57,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandProtesters",2020-08-31 16:31:35+00:00,0,1,,#PortlandProtesters,
58,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandShooter",2020-08-31 16:31:29+00:00,0,0,,#PortlandShooter,
59,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandProtest",2020-08-31 16:31:24+00:00,0,0,,#PortlandProtest,
60,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandShooting",2020-08-31 16:31:19+00:00,0,0,,#PortlandShooting,
61,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandRiots",2020-08-31 16:31:14+00:00,0,0,,#PortlandRiots,
62,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #PortlandProtests",2020-08-31 16:31:08+00:00,0,0,,#PortlandProtests,
63,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come."" #Portland",2020-08-31 16:30:55+00:00,0,0,,#Portland,
64,PaulSRudd39,"The Lord Jesus Christ said, ""There will be three more hurricane in America before the end come.""",2020-08-31 16:30:22+00:00,0,0,,,
65,lesly_javier,Hurricane season #watersigns #pisceswomen #pisceslove #cancerwomen #zodiaclove #arieswoman #teamvirgo #virgofacts #virgowomen#watersigns #astrologysigns #scorpiowoman #virgomemes #leowomen #horoscopeposts… https://www.instagram.com/p/CEj3ZCIjp0T/?igshid=15dd770hzajmn,2020-08-31 16:28:32+00:00,0,0,,#watersigns #pisceswomen #pisceslove #cancerwomen #zodiaclove #arieswoman #teamvirgo #virgofacts #astrologysigns #scorpiowoman #virgomemes #leowomen #horoscopeposts,
66,__skyechanae,"Anyone in the Baytown / Houston area displaced from Hurricane Laura, and in the need of clothes? I have jeans ranging from sizes 10-12 &amp; 29-31. I also have a few pairs of shoes. Please send me a dm!",2020-08-31 16:25:44+00:00,8,3,,,
67,HisRighteousne1,The same plywood is used for a peaceful hurricane.,2020-08-31 16:24:01+00:00,0,0,,,
68,PrisonBreakTatt,Click the link below to help our first responders devastated by Hurricane Laura. Every bit helps. #giveuntilithurts . https://gf.me/u/yu2qkk . We are HEROES. WE ARE FIRST RESPONDERS. SUPPORT THOSE RISKING THEIR LIVES DAILY FOR YOU. Email us for your appointment today! . BK Klev – at Prison Break Tattoos,2020-08-31 16:16:11+00:00,6,23,,#giveuntilithurts,
69,MojoMoomey, ,2020-08-31 16:08:15+00:00,0,2,,,
70,kristindiable,"Today’s the day (in the USA), tonight’s the night (Europe, wish we could still take flight). Hope you’ll tune in and join us via Facebook. My cut of tickets/tips for this airing will be donated to hurricane Laura… https://www.instagram.com/p/CEj0VCzB92J/?igshid=1dz9n6nlox64o",2020-08-31 16:01:46+00:00,0,0,,,
71,BRICBreaker,"Coronavirus Trump's fault. Hurricanes trumps fault. Calif wildfires Trump's fault. Economic distress Trump's fault. Warm weather Trump's fault. Blizzard trumps fault. Antifa riots, Trump's fault. Aliens landed, Trump's fault... ",2020-08-31 15:59:04+00:00,0,1,,,
72,spookylittlegrl,"Hopefully I will deploy by the end of next week. If you aren’t in an area directly affected by disasters, you never really know the true scope of destruction and devastation. Please support the @RedCross in their efforts for the recovery from Hurricane Laura #arc #HurricaneLaura",2020-08-31 15:55:34+00:00,1,0,@RedCross,#arc #HurricaneLaura,
73,RobertRoyalFNDN,Please join us in our efforts to help our neighboring communities affected by Hurricane Laura! This is the time we must bond together!! Together we can and will make a difference! #louisianastrong #Westbank #Algiers… https://www.instagram.com/p/CEjzmLHlJEG/?igshid=1fends2wzqivl,2020-08-31 15:55:22+00:00,0,0,,#louisianastrong #Westbank #Algiers,
74,Wx_Max,"Look at these SST, great for hurricane making! @DanManWX @danpeckwx @SamWnek @Ginger_Zee @WXmel6",2020-08-31 15:53:17+00:00,0,0,@DanManWX @danpeckwx @SamWnek @Ginger_Zee @WXmel6,,
75,staceyhopkinsga,Who had four hurricanes on their 2020 Apocalypse Bingo card? ,2020-08-31 15:48:58+00:00,0,0,,,
76,lila_holzman,"I took five days off. I needed it, but boy it was hard to take a break while fires and hurricanes ravaged the country . Back to work ",2020-08-31 15:42:49+00:00,0,5,,,
77,AllProTowingCA,"Demand and Pump Prices Jump Across the Country: The national gas price average spiked by a nickel on the week to $2.23, but is expected to push cheaper in the week ahead. Pump prices jumped as a result of Hurricane Laura and an increase in… http://dlvr.it/RfhxJf @aaanews",2020-08-31 15:41:33+00:00,0,0,@AAAnews,,
78,DavidRo00556237,First Hurricane now Labor Day weekend coming up lol ima need another week off boss ,2020-08-31 15:37:12+00:00,0,0,,,
79,mickeysmithjrs,Hurricane Laura is gone as well as the news media but the story is far from over (part 1 of the rebuild) #KeepOnGoing #LetUsBeTheSoundToChangeTheWorld @GRAMMYAdvocacy @RecordingAcad @FirstLadyOfLA @LouisianaGov @aliciakeys @TheEllenShow @HarryConnickJR,2020-08-31 15:32:30+00:00,1,0,@GRAMMYAdvocacy @RecordingAcad @FirstLadyOfLA @LouisianaGov @aliciakeys @TheEllenShow @HarryConnickJR,#KeepOnGoing #LetUsBeTheSoundToChangeTheWorld,
80,ItsDreemisland,"Some of them can’t cook, and been eating can soup and tuna like they in a hurricane, That’s why they excited",2020-08-31 15:30:25+00:00,0,2,,,
81,87_abbygail,Dude I loveeeee my city but hurricane season is not my favorite.,2020-08-31 15:27:53+00:00,0,0,,,
82,Alpine_Joy," Hey! Stu! • Reminds me of Gen. Jack D. Ripper in Dr. Strangelove: “Total Commitment!” • Man doesn’t want to be your producer, searches for easiest way to escape, heads for the closest hurricane. • Like I said, Total Commitment!",2020-08-31 15:27:34+00:00,0,1,,,
83,Andrew_Ivins,"VIP: Miami only has a few spots left, but the Hurricanes are still after a number of recruits. We have an updated list of the names to know moving forward. https://247sports.com/college/miami/LongFormArticle/Miamis-10-most-wanted-recruits-right-now-150866245/",2020-08-31 15:26:47+00:00,11,68,,,
84,25NewsWEEK,So many of you have donated to our hurricane relief drive so far. We'll be here till 10 p.m. collecting your food and supplies to help the victims of #HurricaneLaura2020.,2020-08-31 15:24:02+00:00,1,3,,#HurricaneLaura2020,
85,Fyahstartah,Me:- man September 12th caah come soon enough! My birthday party is gonna be super wicked!! *-September 12th 1988 arrives-* Hurricane Gilbert:- zuup braaah!? ,2020-08-31 15:23:46+00:00,0,0,,,
86,puroclean_nefl,Hurricane Prepare Resource ,2020-08-31 15:19:50+00:00,0,0,,,
87,slatedetail,"Thank You to everyone who contributed to the Armsteads. We were able to raise over $1200 as well as provide clothing for the kids over the weekend. As anyone from New Orleans can attest, Hurricanes can bring out the… https://www.instagram.com/p/CEjvhinBtpE/?igshid=4f19nzu6k6ht",2020-08-31 15:19:46+00:00,0,0,,,
88,NationalGym,"It's happening this coming weekend in Debray, Florida hosted by NGA Promoter Tracy Simonds. NGA PRO/AM Hurricane Classic September 5, 2020 - Debray, FL TIERS 1, 3, and 4 Tracy Simonds, NGA Promoter… https://www.instagram.com/p/CEjvf4ODUET/?igshid=132xs0sxlay4d",2020-08-31 15:19:36+00:00,0,0,,,
89,dkenn55,I'm raising money for Winnfield Hurricane Laura Relief Fund. Click to Donate ,2020-08-31 15:19:07+00:00,0,0,,,
90,HOIABC_News,So many of you have donated to our hurricane relief drive so far. We'll be here till 10 p.m. collecting your food and supplies to help the victims of #HurricaneLaura2020. @Heart of Illinois ABC https://www.instagram.com/p/CEjvYHBFcCL/?igshid=1gtl9l9m1gjvi,2020-08-31 15:18:30+00:00,1,0,,#HurricaneLaura2020,
91,tmold16,"A local treasure, USCG Hollyhock, is on its way to help with hurricane relief in the Gulf of Mexico. Do us proud and stay safe! #PortHuron #HurricaneLaura",2020-08-31 15:16:32+00:00,0,2,,#PortHuron #HurricaneLaura,
92,YouGottaLoveJG_, hold on ivory what?? the 9k payments are money coming from companies like FEMA who give money out to hurricane/tornado victims to help “restart” life cause they lost everything,2020-08-31 15:16:20+00:00,1,2,,,
93,simonedkey,"locals!! if yall have any clothes, household items, coloring books, sanitary items, ect. please consider donating! thousands of people in lousiana are left without nothing due to hurricane laura destroying their homes. i’ve left contact info down below ",2020-08-31 15:11:34+00:00,5,7,,,
94,BreakingChesky,This morning hundreds of thousands of Gulf Coast residents are still without power or water after Hurricane Laura tore across the area. Damage from the Category 4 storm is now estimated at up to $20 billion. Our story for the @TODAYshow:,2020-08-31 15:06:09+00:00,87,137,@TODAYshow,,
95,Richard16945365,Yessir,2020-08-31 15:03:23+00:00,0,0,,,
96,PrisonBreakTatt,See the link in my profile to help our first responders devastated by Hurricane Laura. Every bit helps. . Here we go. We are HEROES. WE ARE FIRST RESPONDERS . SUPPORT THOSE RISKING THEIR LIVES DAILY FOR YOU.… https://www.instagram.com/p/CEjtiU1lzDh/?igshid=gw7qqep2ov3t,2020-08-31 15:02:24+00:00,0,2,,,
97,Shawdaaaa,"I really was trying to not believe that y’all acting a plum fool and abusing the blessings of free food and hotels but I seen first hand last night, knowing we all struggling as a result of Hurricane Laura but y’all continue to do the most. A lot of y’all have no class.",2020-08-31 14:59:11+00:00,0,0,,,
98,cristinagaxiola,"This was my hurricane preparedness plan!... Enchis Switch (Animal Crossing) Cozy blanket Starbucks #ACNH #Switch #Starbucks #EnchiladaChimichanga #HurricaneLaura @Houston, Texas https://www.instagram.com/p/CEjsvcRB78v/?igshid=x5c5yzv4z0xc",2020-08-31 14:55:27+00:00,0,3,,#ACNH #ACNH #Switch #Starbucks #EnchiladaChimichanga #HurricaneLaura,
99,andrew_a_smith,"Trying to keep up with the riots, protesters, hurricanes, the pandemic, the election, and drink plenty of water. ",2020-08-31 14:54:32+00:00,0,5,,,
100,berwindkid,Why are so many communities that suffered horrendous losses during past hurricanes under trump have seen very little federal support. Gop the ME PARTY,2020-08-31 14:48:35+00:00,0,0,,,
101,hannahhartis19,i guess this was a really bad time for my ac to go out in my car...the literal day before the hurricane we love good luck.,2020-08-31 14:45:28+00:00,0,2,,,
102,jameshorvath1,The Scalise State?The federal government responded to an estimated $160 billion in economic damage from Hurricane Katrina with roughly $114.5 billion in recovery efforts.And after the $70.2 billion in damage from Hurricane Sandy the federal government spent $56 billion for relief,2020-08-31 14:37:21+00:00,0,0,,,
103,ScarlettHutchi1,"Covid + hurricane Laura = bigger need for beach time with these people! Not pictured: the very late MartiMarti @Beach At Gulf Shores, Alabama https://www.instagram.com/p/CEjp_GjBt7k/?igshid=1tv7a6akfrws6",2020-08-31 14:31:23+00:00,0,0,,,
104,WilliamMR_Wx,The peak of hurricane season is upon us! 4 systems to monitor right now and two of them have high chances of developing into depressions or storms! ,2020-08-31 14:28:39+00:00,0,0,,,
105,MetCyndee,Can you tell we are only 11 days away from the peak of the hurricane season? ,2020-08-31 14:27:42+00:00,0,1,,,
106,official_jsmith,"@Wayfair 8 days now since I placed my purchase. My card has been charged and I can’t even view FedEx tracking. When I called you, I was informed it was due to the hurricane. Package is coming from northeast MS?! Doesn’t add up!! #Theft ",2020-08-31 14:13:00+00:00,0,1,@Wayfair,#Theft,
107,bigSUBWAYY,That hurricane must’ve scrambled bro up a bit lol,2020-08-31 14:10:54+00:00,0,0,,,
108,theunsavedhero,"I swear I’m not stoned, I just had a hurricane force wind suddenly afflicted on my eyeballs.",2020-08-31 14:08:52+00:00,0,2,,,
109,SimHield,Insurance rep: “was your car damaged during hurricane Dorian” Me: ,2020-08-31 14:08:30+00:00,0,0,,,
110,kat_dunc,"Nurses rescue babies from NICU in Hurricane Laura-battered Lake Charles, Louisiana - ABC News - https://abcn.ws/3hF87yL via @ABC",2020-08-31 14:06:42+00:00,1,1,@ABC,,
111,JadeneGauthier,"19K !!!! wow that’s awesome, congratulations ",2020-08-31 14:06:00+00:00,0,1,,,
112,kmzrealestate,"Trump is going to manipulate the data in the same way he manipulated the PR hurricane deaths. Unless the death occurred from the wind and rain, it isn’t a death resulting from the existence of the hurricane.",2020-08-31 14:02:45+00:00,4,40,,,
113,MojoMoomey, ,2020-08-31 13:57:51+00:00,0,1,,,
114,RedCrossAZ,Arizona Red Cross volunteers help people impacted by Hurricane Laura https://www.12news.com/mobile/article/news/arizona-red-cross-volunteers-help-people-in-the-gulf-coast-in-the-wake-of-hurricane-laura-amid-pandemic/75-9e4cdf98-6788-436f-8abd-299cf91c51bf via @12News,2020-08-31 13:56:31+00:00,2,1,@12News,,
115,BlkCarmenSDiego,Was that hurricane Laura that blew through this morning? Cuz that def woke me up out my deep sleep. So much lightning and rain.,2020-08-31 13:52:03+00:00,0,3,,,
116,PelicanLogisti1,"The COVID-19 pandemic has forced food companies, along with trucking and relief groups, to pivot to how they normally respond to natural disasters like Hurricane Laura. Tyson Foods (NYSE:TNS) is providing more than… https://www.instagram.com/p/CEjle3EJ4aX/?igshid=1eetxyyst5vls",2020-08-31 13:52:03+00:00,0,0,,,
117,PHCPlainvillema,"66 years ago today a hurricane so powerful and dangerous that it’s name would be retired, hit New England. Hurricane Carol started as a Tropical Storm in the Bahamas, but quickly gained speed and power as it set a… https://www.instagram.com/p/CEjk-bDBiBL/?igshid=c6y3o06gkdf5",2020-08-31 13:47:37+00:00,0,0,,,
118,DavidBagleyWX,It’s been a while since we’ve seen a major Hurricane in these parts..let’s hope it stays that way! #NewEngland #weather,2020-08-31 13:46:29+00:00,2,5,,#NewEngland #weather,
119,rmatthartley,"If Jags need players, I played Wide Receiver in JV 10th grade, almost dressed out for Varsity but foiled by hurricane, then quit for good because spring football game interfered with my premiere tickets for Star Wars Episode I: The Phantom Menace. Still a free agent to this day!",2020-08-31 13:42:54+00:00,0,18,,,
120,BigberthaC,"Good morning Cate, and fellow rockers ",2020-08-31 13:41:31+00:00,0,5,,,
121,PhyllisNetzer,Thanks to all the hard-working Americans who pay taxes diligently year after year after year there is money in the FEMA pot to help these hurricane victims. You seem to try to make it sound like this money comes out of your pocket. It's America's pocket,2020-08-31 13:39:19+00:00,0,0,,,
122,valthebeast,"Good luck to the #LABAR applicants who still have to take the exam today! You shouldn’t have to take the exam today (record breaking pandemic and hurricane ahem), but I am rooting for your success and for universal diploma privilege. ",2020-08-31 13:33:45+00:00,0,3,,#LABAR,
123,ericfisher,"Carol is thought of as one of the most purely tropical hurricanes to ever hit here. It still had an eye as shown in this photo from Groton, CT https://twitter.com/NWSBoston/status/1300418063104262145",2020-08-31 13:33:26+00:00,16,95,,,
124,Glenn__Kenny,"Lol, these are pretty much the exact people who get REALLY ANTSY when Herbie’s “Eye of the Hurricane” comes on the Union Market sound system",2020-08-31 13:31:40+00:00,0,2,,,
125,JJaggers_WREG3,NASA Mission Control braces for Hurricane Laura as astronauts watch from space ,2020-08-31 13:31:38+00:00,0,0,,,
126,hahabirdpumpkin,"Yeah, I heard that. The mayor is wanting him to ""reconsider his visit."" So dumb. Maybe let him come and hear him out. He doesn't stand behind this violence. They'll spin his visit though, just like they do when he tries to help at hurricanes. He can't win. ",2020-08-31 13:22:33+00:00,0,1,,,
127,CBPGulfCoast,"In case you missed it, @CBPAMO assisted @weatherchannel correspondent David @Malkoff with gathering this footage of the destruction in Southwest Louisiana caused by Hurricane #Laura. The story aired Aug. 28.",2020-08-31 13:19:33+00:00,0,4,@CBPAMO @weatherchannel @malkoff,#Laura,
128,PhyddleDD,"We haven't. Gave the land to our son. After then Governor #RickPerry declared Hurricane Ike a non-hurricane, but a *flood*, we lost everything. No insurance for coastal floods. Over $500K lost b/c of this Republican.",2020-08-31 13:17:38+00:00,0,0,,#RickPerry,
129,faithhopkins0,If you think hurricane Laura “wasn’t as catastrophic as predicted” then why don’t you tell that to the thousands of people that lost everything. Even as far inland as Sabine parish.,2020-08-31 13:14:57+00:00,0,2,,,
130,borchersgreen,"@AnthonyMasonCBS you guys need to go back to Panama City/Lynn Haven, FL to see that the clean up has stalled 2 yrs later after Hurricane Micheal. It actually looks like hardly any wk has been done at all, trees still down &amp; several city council under investigation #sickening",2020-08-31 13:14:31+00:00,0,1,@AnthonyMasonCBS,#sickening,
131,MojoMoomey,,2020-08-31 13:11:52+00:00,0,2,,,
